Category,Secondary Category,Tertiary Categories,Rarity,Attunement,Item,Cost (GP)
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Dancing Lights,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Druidcraft,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Eldritch Blast,
Magic Items,Scroll,Enchantment (Cantrip),Common,NA,Spell Scroll of Encode Thoughts,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Fire Bolt,
Magic Items,Scroll,Enchantment (Cantrip),Common,NA,Spell Scroll of Friends,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Frostbite,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Green-Flame Blade,
Magic Items,Scroll,Divination (Cantrip),Common,NA,Spell Scroll of Guidance,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Gust,
Magic Items,Scroll,Conjuration (Cantrip),Common,NA,Spell Scroll of Infestation,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Light,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Lightning Lure,
Magic Items,Scroll,Conjuration (Cantrip),Common,NA,Spell Scroll of Mage Hand,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Magic Stone,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Mending,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Message,
Magic Items,Scroll,Enchantment (Cantrip),Common,NA,Spell Scroll of Mind Sliver,
Magic Items,Scroll,Illusion (Cantrip),Common,NA,Spell Scroll of Minor Illusion,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Mold Earth,
Magic Items,Scroll,Conjuration (Cantrip),Common,NA,Spell Scroll of Poison Spray,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Prestidigitation,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Primal Savagery,
Magic Items,Scroll,Conjuration (Cantrip),Common,NA,Spell Scroll of Produce Flame,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Ray of Frost,
Magic Items,Scroll,Abjuration (Cantrip),Common,NA,Spell Scroll of Resistance,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Sacred Flame,
Magic Items,Scroll,Necromancy;Dunamancy (Cantrip),Common,NA,Spell Scroll of Sapping Sting,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Shape Water,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Shillelagh,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Shocking Grasp,
Magic Items,Scroll,Necromancy (Cantrip),Common,NA,Spell Scroll of Spare the Dying,
Magic Items,Scroll,Conjuration (Cantrip),Common,NA,Spell Scroll of Sword Burst,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Thaumaturgy,
Magic Items,Scroll,Transmutation (Cantrip),Common,NA,Spell Scroll of Thorn Whip,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Thunderclap,
Magic Items,Scroll,Necromancy (Cantrip),Common,NA,Spell Scroll of Toll the Dead,
Magic Items,Scroll,Divination (Cantrip),Common,NA,Spell Scroll of True Strike,
Magic Items,Scroll,Enchantment (Cantrip),Common,NA,Spell Scroll of Vicious Mockery,
Magic Items,Scroll,Evocation (Cantrip),Common,NA,Spell Scroll of Word of Radiance,
Magic Items,Scroll,Abjuration (1st Level Spell),Common,NA,Spell Scroll of Absorb Elements,
Magic Items,Scroll,Abjuration (1st Level Spell),Common,NA,Spell Scroll of Alarm,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Animal Friendship,
Magic Items,Scroll,Abjuration (1st Level Spell),Common,NA,Spell Scroll of Armor of Agathys,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Arms of Hadar,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Bane,
Magic Items,Scroll,Divination (1st Level Spell),Common,NA,Spell Scroll of Beast Bond,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Bless,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Burning Hands,
Magic Items,Scroll,Transmutation (1st Level Spell),Common,NA,Spell Scroll of Catapult,
Magic Items,Scroll,Necromancy (1st Level Spell),Common,NA,Spell Scroll of Cause Fear,
Magic Items,Scroll,Abjuration (1st Level Spell),Common,NA,Spell Scroll of Ceremony,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Chaos Bolt,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Charm Person,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Chromatic Orb,
Magic Items,Scroll,Illusion (1st Level Spell),Common,NA,Spell Scroll of Color Spray,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Command,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Compelled Duel,
Magic Items,Scroll,Divination (1st Level Spell),Common,NA,Spell Scroll of Comprehend Languages,
Magic Items,Scroll,Transmutation (1st Level Spell),Common,NA,Spell Scroll of Create or Destroy Water,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Cure Wounds,
Magic Items,Scroll,Divination (1st Level Spell),Common,NA,Spell Scroll of Detect Evil and Good,
Magic Items,Scroll,Divination (1st Level Spell),Common,NA,Spell Scroll of Detect Magic,
Magic Items,Scroll,Divination (1st Level Spell),Common,NA,Spell Scroll of Detect Poison and Disease,
Magic Items,Scroll,Illusion (1st Level Spell),Common,NA,Spell Scroll of Disguise Self,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Dissonant Whispers,
Magic Items,Scroll,Illusion (1st Level Spell),Common,NA,Spell Scroll of Distort Value,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Divine Favor,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Earth Tremor,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Ensnaring Strike,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Entangle,
Magic Items,Scroll,Transmutation (1st Level Spell),Common,NA,Spell Scroll of Expeditious Retreat,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Faerie Fire,
Magic Items,Scroll,Necromancy (1st Level Spell),Common,NA,Spell Scroll of False Life,
Magic Items,Scroll,Transmutation (1st Level Spell),Common,NA,Spell Scroll of Feather Fall,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Find Familiar,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Floating Disk,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Fog Cloud,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Frost Fingers,
Magic Items,Scroll,Divination;Dunamancy (1st Level Spell),Common,NA,Spell Scroll of Gift of Alacrity,
Magic Items,Scroll,Transmutation (1st Level Spell),Common,NA,Spell Scroll of Goodberry,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Grease,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Guiding Bolt,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Hail of Thorns,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Healing Word,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Hellish Rebuke,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Heroism,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Hex,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Hideous Laughter,
Magic Items,Scroll,Divination (1st Level Spell),Common,NA,Spell Scroll of Hunter's Mark,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Ice Knife,
Magic Items,Scroll,Divination (1st Level Spell),Common,NA,Spell Scroll of Identify,
Magic Items,Scroll,Illusion (1st Level Spell),Common,NA,Spell Scroll of Illusory Script,
Magic Items,Scroll,Necromancy (1st Level Spell),Common,NA,Spell Scroll of Inflict Wounds,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Jim's Magic Missile,
Magic Items,Scroll,Transmutation (1st Level Spell),Common,NA,Spell Scroll of Jump,
Magic Items,Scroll,Transmutation (1st Level Spell),Common,NA,Spell Scroll of Longstrider,
Magic Items,Scroll,Abjuration (1st Level Spell),Common,NA,Spell Scroll of Mage Armor,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Magic Missile,
Magic Items,Scroll,Transmutation;Dunamancy (1st Level Spell),Common,NA,Spell Scroll of Magnify Gravity,
Magic Items,Scroll,Abjuration (1st Level Spell),Common,NA,Spell Scroll of Protection from Evil and Good,
Magic Items,Scroll,Transmutation (1st Level Spell),Common,NA,Spell Scroll of Purify Food and Drink,
Magic Items,Scroll,Necromancy (1st Level Spell),Common,NA,Spell Scroll of Ray of Sickness,
Magic Items,Scroll,Abjuration (1st Level Spell),Common,NA,Spell Scroll of Sanctuary,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Searing Smite,
Magic Items,Scroll,Abjuration (1st Level Spell),Common,NA,Spell Scroll of Shield,
Magic Items,Scroll,Abjuration (1st Level Spell),Common,NA,Spell Scroll of Shield of Faith,
Magic Items,Scroll,Illusion (1st Level Spell),Common,NA,Spell Scroll of Silent Image,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Sleep,
Magic Items,Scroll,Abjuration (1st Level Spell),Common,NA,Spell Scroll of Snare,
Magic Items,Scroll,Divination (1st Level Spell),Common,NA,Spell Scroll of Speak with Animals,
Magic Items,Scroll,Enchantment (1st Level Spell),Common,NA,Spell Scroll of Tasha's Caustic Brew,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Tasha's Hideous Laughter,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Tenser's Floating Disk,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Thunderous Smite,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Thunderwave,
Magic Items,Scroll,Conjuration (1st Level Spell),Common,NA,Spell Scroll of Unseen Servant,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Witch Bolt,
Magic Items,Scroll,Evocation (1st Level Spell),Common,NA,Spell Scroll of Wrathful Smite,
Magic Items,Scroll,Transmutation (1st Level Spell),Common,NA,Spell Scroll of Zephyr Strike,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Acid Arrow,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Aganazzar's Scorcher,
Magic Items,Scroll,Abjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Aid,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Alter Self,
Magic Items,Scroll,Enchantment (2nd Level Spell),Uncommon,NA,Spell Scroll of Animal Messenger,
Magic Items,Scroll,Abjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Arcane Lock,
Magic Items,Scroll,Illusion (2nd Level Spell),Uncommon,NA,Spell Scroll of Arcanist's Magic Aura,
Magic Items,Scroll,Divination (2nd Level Spell),Uncommon,NA,Spell Scroll of Augury,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Barkskin,
Magic Items,Scroll,Divination (2nd Level Spell),Uncommon,NA,Spell Scroll of Beast Sense,
Magic Items,Scroll,Necromancy (2nd Level Spell),Uncommon,NA,Spell Scroll of Blindness/ Deafness,
Magic Items,Scroll,Illusion (2nd Level Spell),Uncommon,NA,Spell Scroll of Blur,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Branding Smite,
Magic Items,Scroll,Enchantment (2nd Level Spell),Uncommon,NA,Spell Scroll of Calm Emotions,
Magic Items,Scroll,Conjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Cloud of Daggers,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Continual Flame,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Cordon of Arrows,
Magic Items,Scroll,Enchantment (2nd Level Spell),Uncommon,NA,Spell Scroll of Crown of Madness,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Darkness,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Darkvision,
Magic Items,Scroll,Divination (2nd Level Spell),Uncommon,NA,Spell Scroll of Detect Thoughts,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Dragon's Breath,
Magic Items,Scroll,Conjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Dust Devil,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Earthbind,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Enhance Ability,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Enlarge/ Reduce,
Magic Items,Scroll,Enchantment (2nd Level Spell),Uncommon,NA,Spell Scroll of Enthrall,
Magic Items,Scroll,Conjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Find Steed,
Magic Items,Scroll,Divination (2nd Level Spell),Uncommon,NA,Spell Scroll of Find Traps,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Flame Blade,
Magic Items,Scroll,Conjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Flaming Sphere,
Magic Items,Scroll,Conjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Flock of Familiars,
Magic Items,Scroll,Divination;Dunamancy (2nd Level Spell),Uncommon,NA,Spell Scroll of Fortune's Favor,
Magic Items,Scroll,Necromancy (2nd Level Spell),Uncommon,NA,Spell Scroll of Gentle Repose,
Magic Items,Scroll,Enchantment (2nd Level Spell),Uncommon,NA,Spell Scroll of Gift of Gab,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Gust of Wind,
Magic Items,Scroll,Conjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Healing Spirit,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Heat Metal,
Magic Items,Scroll,Enchantment (2nd Level Spell),Uncommon,NA,Spell Scroll of Hold Person,
Magic Items,Scroll,Transmutation;Dunamancy (2nd Level Spell),Uncommon,NA,Spell Scroll of Immovable Object,
Magic Items,Scroll,Illusion (2nd Level Spell),Uncommon,NA,Spell Scroll of Invisibility,
Magic Items,Scroll,Enchantment (2nd Level Spell),Uncommon,NA,Spell Scroll of Jim's Glowing Coin,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Knock,
Magic Items,Scroll,Abjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Lesser Restoration,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Levitate,
Magic Items,Scroll,Divination (2nd Level Spell),Uncommon,NA,Spell Scroll of Locate Animals or Plants,
Magic Items,Scroll,Divination (2nd Level Spell),Uncommon,NA,Spell Scroll of Locate Object,
Magic Items,Scroll,Illusion (2nd Level Spell),Uncommon,NA,Spell Scroll of Magic Mouth,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Magic Weapon,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Maximilian's Earthen Grasp,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Melf's Acid Arrow,
Magic Items,Scroll,Divination (2nd Level Spell),Uncommon,NA,Spell Scroll of Mind Spike,
Magic Items,Scroll,Illusion (2nd Level Spell),Uncommon,NA,Spell Scroll of Mirror Image,
Magic Items,Scroll,Conjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Misty Step,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Moonbeam,
Magic Items,Scroll,Illusion (2nd Level Spell),Uncommon,NA,Spell Scroll of Nathair's Mischief,
Magic Items,Scroll,Illusion (2nd Level Spell),Uncommon,NA,Spell Scroll of Nystul's Magic Aura,
Magic Items,Scroll,Abjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Pass without Trace,
Magic Items,Scroll,Illusion (2nd Level Spell),Uncommon,NA,Spell Scroll of Phantasmal Force,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Prayer of Healing,
Magic Items,Scroll,Abjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Protection from Poison,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Pyrotechnics,
Magic Items,Scroll,Necromancy (2nd Level Spell),Uncommon,NA,Spell Scroll of Ray of Enfeeblement,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Rime's Binding Ice,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Rope Trick,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Scorching Ray,
Magic Items,Scroll,Divination (2nd Level Spell),Uncommon,NA,Spell Scroll of See Invisibility,
Magic Items,Scroll,Illusion (2nd Level Spell),Uncommon,NA,Spell Scroll of Shadow Blade,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Shatter,
Magic Items,Scroll,Illusion (2nd Level Spell),Uncommon,NA,Spell Scroll of Silence,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Skywrite,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Snilloc's Snowball Swarm,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Spider Climb,
Magic Items,Scroll,Transmutation (2nd Level Spell),Uncommon,NA,Spell Scroll of Spike Growth,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Spiritual Weapon,
Magic Items,Scroll,Enchantment (2nd Level Spell),Uncommon,NA,Spell Scroll of Suggestion,
Magic Items,Scroll,Conjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Summon Beast,
Magic Items,Scroll,Enchantment (2nd Level Spell),Uncommon,NA,Spell Scroll of Tasha's Mind Whip,
Magic Items,Scroll,Abjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Warding Bond,
Magic Items,Scroll,Evocation (2nd Level Spell),Uncommon,NA,Spell Scroll of Warding Wind,
Magic Items,Scroll,Conjuration (2nd Level Spell),Uncommon,NA,Spell Scroll of Web,
Magic Items,Scroll,Conjuration;Dunamancy (2nd Level Spell),Uncommon,NA,Spell Scroll of Wristpocket,
Magic Items,Scroll,Enchantment (2nd Level Spell),Uncommon,NA,Spell Scroll of Zone of Truth,
Magic Items,Scroll,Necromancy (3rd Level Spell),Uncommon,NA,Spell Scroll of Animate Dead,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Ashardalon's Stride,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Aura of Vitality,
Magic Items,Scroll,Abjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Beacon of Hope,
Magic Items,Scroll,Necromancy (3rd Level Spell),Uncommon,NA,Spell Scroll of Bestow Curse,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Blinding Smite,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Blink,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Call Lightning,
Magic Items,Scroll,Enchantment (3rd Level Spell),Uncommon,NA,Spell Scroll of Catnap,
Magic Items,Scroll,Divination (3rd Level Spell),Uncommon,NA,Spell Scroll of Clairvoyance,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Conjure Animals,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Conjure Barrage,
Magic Items,Scroll,Abjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Counterspell,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Create Food and Water,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Crusader's Mantle,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Daylight,
Magic Items,Scroll,Abjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Dispel Magic,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Elemental Weapon,
Magic Items,Scroll,Enchantment (3rd Level Spell),Uncommon,NA,Spell Scroll of Enemies Abound,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Erupting Earth,
Magic Items,Scroll,Enchantment (3rd Level Spell),Uncommon,NA,Spell Scroll of Fast Friends,
Magic Items,Scroll,Illusion (3rd Level Spell),Uncommon,NA,Spell Scroll of Fear,
Magic Items,Scroll,Necromancy (3rd Level Spell),Uncommon,NA,Spell Scroll of Feign Death,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Fireball,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Flame Arrows,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Fly,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Galder's Tower,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Gaseous Form,
Magic Items,Scroll,Abjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Glyph of Warding,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Haste,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Hunger of Hadar,
Magic Items,Scroll,Illusion (3rd Level Spell),Uncommon,NA,Spell Scroll of Hypnotic Pattern,
Magic Items,Scroll,Enchantment (3rd Level Spell),Uncommon,NA,Spell Scroll of Incite Greed,
Magic Items,Scroll,Abjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Intellect Fortress,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Leomund's Tiny Hut,
Magic Items,Scroll,Necromancy (3rd Level Spell),Uncommon,NA,Spell Scroll of Life Transference,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Lightning Arrow,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Lightning Bolt,
Magic Items,Scroll,Abjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Magic Circle,
Magic Items,Scroll,Illusion (3rd Level Spell),Uncommon,NA,Spell Scroll of Major Image,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Mass Healing Word,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Meld into Stone,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Melf's Minute Meteors,
Magic Items,Scroll,Enchantment (3rd Level Spell),Uncommon,NA,Spell Scroll of Motivational Speech,
Magic Items,Scroll,Abjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Nondetection,
Magic Items,Scroll,Illusion (3rd Level Spell),Uncommon,NA,Spell Scroll of Phantom Steed,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Plant Growth,
Magic Items,Scroll,Abjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Protection from Energy,
Magic Items,Scroll,Evocation;Dunamancy (3rd Level Spell),Uncommon,NA,Spell Scroll of Pulse Wave,
Magic Items,Scroll,Abjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Remove Curse,
Magic Items,Scroll,Necromancy (3rd Level Spell),Uncommon,NA,Spell Scroll of Revivify,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Sending,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Sleet Storm,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Slow,
Magic Items,Scroll,Necromancy (3rd Level Spell),Uncommon,NA,Spell Scroll of Speak with Dead,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Speak with Plants,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Spirit Guardians,
Magic Items,Scroll,Necromancy (3rd Level Spell),Uncommon,NA,Spell Scroll of Spirit Shroud,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Stinking Cloud,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Summon Fey,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Summon Lesser Demons,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Summon Shadowspawn,
Magic Items,Scroll,Necromancy (3rd Level Spell),Uncommon,NA,Spell Scroll of Summon Undead,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Thunder Step,
Magic Items,Scroll,Conjuration (3rd Level Spell),Uncommon,NA,Spell Scroll of Tidal Wave,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Tiny Hut,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Tiny Servant,
Magic Items,Scroll,Divination (3rd Level Spell),Uncommon,NA,Spell Scroll of Tongues,
Magic Items,Scroll,Necromancy (3rd Level Spell),Uncommon,NA,Spell Scroll of Vampiric Touch,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Wall of Sand,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Wall of Water,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Water Breathing,
Magic Items,Scroll,Transmutation (3rd Level Spell),Uncommon,NA,Spell Scroll of Water Walk,
Magic Items,Scroll,Evocation (3rd Level Spell),Uncommon,NA,Spell Scroll of Wind Wall,
Magic Items,Scroll,Divination (4th Level Spell),Rare,NA,Spell Scroll of Arcane Eye,
Magic Items,Scroll,Abjuration (4th Level Spell),Rare,NA,Spell Scroll of Aura of Life,
Magic Items,Scroll,Abjuration (4th Level Spell),Rare,NA,Spell Scroll of Aura of Purity,
Magic Items,Scroll,Abjuration (4th Level Spell),Rare,NA,Spell Scroll of Banishment,
Magic Items,Scroll,Conjuration (4th Level Spell),Rare,NA,Spell Scroll of Black Tentacles,
Magic Items,Scroll,Necromancy (4th Level Spell),Rare,NA,Spell Scroll of Blight,
