Category,Secondary Category,Tertiary Categories,Rarity,Attunement,Item,Cost (GP)
Spells,Conjuration,Spells;Cleric Spells;Druid Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Conjuration;7th Level Spells,7th,,Plane Shift,19200
Spells,Enchantment,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Enchantment;7th Level Spells,7th,,Power Word Pain,19200
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Evocation;7th Level Spells,7th,,Prismatic Spray,19200
Spells,Illusion,Spells;Bard Spells;Wizard Spells;Illusion;7th Level Spells,7th,,Project Image,19200
Spells,Transmutation,Spells;Bard Spells;Cleric Spells;Druid Spells;Transmutation;7th Level Spells,7th,,Regenerate,19200
Spells,Necromancy,Spells;Bard Spells;Cleric Spells;Necromancy;7th Level Spells,7th,,Resurrection,19200
Spells,Transmutation,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Transmutation;7th Level Spells,7th,,Reverse Gravity,19200
Spells,Transmutation,Spells;Wizard Spells;Transmutation;7th Level Spells,7th,,Sequester,19200
Spells,Illusion,Spells;Wizard Spells;Illusion;7th Level Spells,7th,,Simulacrum,19200
Spells,Abjuration,Spells;Bard Spells;Cleric Spells;Wizard Spells;Abjuration;7th Level Spells,7th,,Symbol,19200
Spells,Conjuration,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Conjuration;7th Level Spells,7th,,Teleport,19200
Spells,Conjuration,Spells;Cleric Spells;Conjuration;7th Level Spells,7th,,Temple of the Gods,19200
Spells,Necromancy;Dunamancy,Spells;Wizard: Chronurgy Magic Spells;Wizard: Graviturgy Magic Spells;Necromancy;Dunamancy;7th Level Spells,7th,,Tether Essence,19200
Spells,Evocation,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Evocation;7th Level Spells,7th,,Whirlwind,19200
Spells,Necromancy,Spells;Sorcerer Spells;Wizard Spells;Necromancy;8th Level Spells,8th,,Abi-Dalzim's Horrid Wilting,38400
Spells,Transmutation,Spells;Druid Spells;Transmutation;8th Level Spells,8th,,Animal Shapes,38400
Spells,Abjuration,Spells;Cleric Spells;Wizard Spells;Abjuration;8th Level Spells,8th,,Antimagic Field,38400
Spells,Enchantment,Spells;Druid Spells;Wizard Spells;Enchantment;8th Level Spells,8th,,Antipathy/ Sympathy,38400
Spells,Necromancy,Spells;Wizard Spells;Necromancy;8th Level Spells,8th,,Clone,38400
Spells,Transmutation,Spells;Cleric Spells;Druid Spells;Wizard Spells;Transmutation;8th Level Spells,8th,,Control Weather,38400
Spells,Evocation;Dunamancy,Spells;Wizard: Graviturgy Magic Spells;Evocation;Dunamancy;8th Level Spells,8th,,Dark Star,38400
Spells,Conjuration,Spells;Warlock Spells;Wizard Spells;Conjuration;8th Level Spells,8th,,Demiplane,38400
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Enchantment;8th Level Spells,8th,,Dominate Monster,38400
Spells,Evocation,Spells;Cleric Spells;Druid Spells;Sorcerer Spells;Evocation;8th Level Spells,8th,,Earthquake,38400
Spells,Enchantment,Spells;Bard Spells;Druid Spells;Warlock Spells;Wizard Spells;Enchantment;8th Level Spells,8th,,Feeblemind,38400
Spells,Transmutation,Spells;Bard Spells;Warlock Spells;Transmutation;8th Level Spells,8th,,Glibness,38400
Spells,Abjuration,Spells;Cleric Spells;Abjuration;8th Level Spells,8th,,Holy Aura,38400
Spells,Illusion,Spells;Wizard Spells;Illusion;8th Level Spells,8th,,Illusory Dragon,38400
Spells,Conjuration,Spells;Sorcerer Spells;Wizard Spells;Conjuration;8th Level Spells,8th,,Incendiary Cloud,38400
Spells,Evocation,Spells;Warlock Spells;Evocation;8th Level Spells,8th,,Maddening Darkness,38400
Spells,Conjuration,Spells;Wizard Spells;Conjuration;8th Level Spells,8th,,Maze,38400
Spells,Conjuration,Spells;Wizard Spells;Conjuration;8th Level Spells,8th,,Mighty Fortress,38400
Spells,Abjuration,Spells;Bard Spells;Wizard Spells;Abjuration;8th Level Spells,8th,,Mind Blank,38400
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Enchantment;8th Level Spells,8th,,Power Word Stun,38400
Spells,Conjuration;Dunamancy,Spells;Wizard: Chronurgy Magic Spells;Conjuration;Dunamancy;8th Level Spells,8th,,Reality Break,38400
Spells,Evocation,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Evocation;8th Level Spells,8th,,Sunburst,38400
Spells,Evocation,Spells;Wizard Spells;Evocation;8th Level Spells,8th,,Telepathy,38400
Spells,Conjuration,Spells;Druid Spells;Conjuration;8th Level Spells,8th,,Tsunami,38400
Spells,Necromancy,Spells;Cleric Spells;Warlock Spells;Wizard Spells;Necromancy;9th Level Spells,9th,,Astral Projection,100000
Spells,Conjuration,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Conjuration;9th Level Spells,9th,,Blade of Disaster,100000
Spells,Divination,Spells;Bard Spells;Druid Spells;Warlock Spells;Wizard Spells;Divination;9th Level Spells,9th,,Foresight,100000
Spells,Conjuration,Spells;Cleric Spells;Sorcerer Spells;Wizard Spells;Conjuration;9th Level Spells,9th,,Gate,100000
Spells,Abjuration,Spells;Warlock Spells;Wizard Spells;Abjuration;9th Level Spells,9th,,Imprisonment,100000
Spells,Abjuration,Spells;Wizard Spells;Abjuration;9th Level Spells,9th,,Invulnerability,100000
Spells,Evocation,Spells;Cleric Spells;Evocation;9th Level Spells,9th,,Mass Heal,100000
Spells,Transmutation,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Transmutation;9th Level Spells,9th,,Mass Polymorph,100000
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Evocation;9th Level Spells,9th,,Meteor Swarm,100000
Spells,Evocation,Spells;Bard Spells;Evocation;9th Level Spells,9th,,Power Word Heal,100000
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Enchantment;9th Level Spells,9th,,Power Word Kill,100000
Spells,Abjuration,Spells;Wizard Spells;Abjuration;9th Level Spells,9th,,Prismatic Wall,100000
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Enchantment;9th Level Spells,9th,,Psychic Scream,100000
Spells,Evocation;Dunamancy,Spells;Wizard: Graviturgy Magic Spells;Evocation;Dunamancy;9th Level Spells,9th,,Ravenous Void,100000
Spells,Transmutation,Spells;Druid Spells;Wizard Spells;Transmutation;9th Level Spells,9th,,Shapechange,100000
Spells,Conjuration,Spells;Druid Spells;Conjuration;9th Level Spells,9th,,Storm of Vengeance,100000
Spells,Necromancy;Dunamancy,Spells;Wizard: Chronurgy Magic Spells;Necromancy;Dunamancy;9th Level Spells,9th,,Time Ravage,100000
Spells,Transmutation,Spells;Sorcerer Spells;Wizard Spells;Transmutation;9th Level Spells,9th,,Time Stop,100000
Spells,Transmutation,Spells;Bard Spells;Warlock Spells;Wizard Spells;Transmutation;9th Level Spells,9th,,True Polymorph,100000
Spells,Necromancy,Spells;Cleric Spells;Druid Spells;Necromancy;9th Level Spells,9th,,True Resurrection,100000
Spells,Illusion,Spells;Wizard Spells;Illusion;9th Level Spells,9th,,Weird,100000
Spells,Conjuration,Spells;Sorcerer Spells;Wizard Spells;Warlock: The Genie Spells;Conjuration;9th Level Spells,9th,,Wish,100000
Material Components,,Material Components,,,Adder's stomach,8
Material Components,,Material Components,,,Agate,1000
Material Components,,Material Components,,,Agate,10
Material Components,,Material Components,,,Alum soaked in vinegar,0.05
Material Components,,Material Components,,,"Amber, Glass, or Crystal Rod",20
Material Components,,Material Components,,,Artistic Representation of Caster,5
Material Components,,Material Components,,,Ash,0.05
Material Components,,Material Components,,,Ashes of Mistletoe and Spruce,0.5
Material Components,,Material Components,,,Bell (tiny),1
Material Components,,Material Components,,,Bitumen (a drop),0.05
Material Components,,Material Components,,,Black Onyx Stone,150
Material Components,,Material Components,,,Black Pearl (as crushed powder),500
Material Components,,Material Components,,,Black Silk Square,2
Material Components,,Material Components,,,Blood (a vial),50
Material Components,,Material Components,,,Bone,0.02
Material Components,,Material Components,,,Bone dust,0.1
Material Components,,Material Components,,,Brimstone,0.1
Material Components,,Material Components,,,Bull Hairs,0.5
Material Components,,Material Components,,,Butter,0.2
Material Components,,Material Components,,,Caterpillar Cocoon,5
Material Components,,Material Components,,,Chalks and Inks infused with precious gems,50
Material Components,,Material Components,,,"Charcoal, Incense, and Herb mixture",10
Material Components,,Material Components,,,Chrysolite powder,50
Material Components,,Material Components,,,Clay,0.1
Material Components,,Material Components,,,Clay Model of a Ziggurat,5
Material Components,,Material Components,,,Clay Pot of Brackish Water,1
Material Components,,Material Components,,,Clay Pot of Grave Dirt,4
Material Components,,Material Components,,,"Cloak, miniature",1
Material Components,,Material Components,,,Cloth wad,0.02
Material Components,,Material Components,,,"Cloth, Tiny white strip",0.02
Material Components,,Material Components,,,Coal,1
Material Components,,Material Components,,,"Colored Sand (red, yellow, and blue)",10
Material Components,,Material Components,,,Copper Wire per foot,0.1
Material Components,,Material Components,,,Cork,0.02
Material Components,,Material Components,,,"Corn, powdered",0.05
Material Components,,Material Components,,,Cricket,0.05
Material Components,,Material Components,,,Crystal Bead,0.5
Material Components,,Material Components,,,Crystal Hemisphere,120
Material Components,,Material Components,,,Crystal or Glass Cone,25
Material Components,,Material Components,,,"Crystal Sphere, small",20
Material Components,,Material Components,,,Crystal Vial of phosphorescent material,20
Material Components,,Material Components,,,Cured Leather,0.1
Material Components,,Material Components,,,Diamond (.5 carat),50
Material Components,,Material Components,,,Diamond (10 carat),1000
Material Components,,Material Components,,,Diamond (5 carat),500
Material Components,,Material Components,,,Diamond (50 carat),5000
Material Components,,Material Components,,,Diamond (as dust),200
Material Components,,Material Components,,,Diamond (as dust),100
Material Components,,Material Components,,,Diamond (as dust),25
Material Components,,Material Components,,,"Diamond and Opal, powdered mix",1000
Material Components,,Material Components,,,Diamonds (Cut),25000
Material Components,,Material Components,,,Diamonds (Uncut),300
Material Components,,Material Components,,,Distilled Spirits,0.05
Material Components,,Material Components,,,Divinatory Tools,100
Material Components,,Material Components,,,Dried Carrot,0.05
Material Components,,Material Components,,,Eggshell,0.3
Material Components,,Material Components,,,Eggshells,5
Material Components,,Material Components,,,"Exquisite Chest, 3' x 2' x 2', made of rare materials",5000
Material Components,,Material Components,,,"Exquisite Chest, tiny replica",50
Material Components,,Material Components,,,Eyelash in gum arabic,5
Material Components,,Material Components,,,"Fan, tiny",0.5
Material Components,,Material Components,,,Feather from any bird's wing,0.1
Material Components,,Material Components,,,Feather of hummingbird,2
Material Components,,Material Components,,,Feather of owl,0.5
Material Components,,Material Components,,,"Feather, exotic",3
Material Components,,Material Components,,,"Feather, white",0.1
Material Components,,Material Components,,,Feldspar,0.1
Material Components,,Material Components,,,Firefly,0.1
Material Components,,Material Components,,,Fleece,0.05
Material Components,,Material Components,,,Focus,1000
Material Components,,Material Components,,,Food morsel,0.01
Material Components,,Material Components,,,Forked Metal Rod,250
Material Components,,Material Components,,,Forked Twig,0.1
Material Components,,Material Components,,,Fur,0.3
Material Components,,Material Components,,,Fur of Bat,2
Material Components,,Material Components,,,Fur of Bloodhound,1
Material Components,,Material Components,,,"Fur, Wrapped in Cloth",0.35
Material Components,,Material Components,,,Gauze,0.1
Material Components,,Material Components,,,Gem or other ornamental container,500
Material Components,,Material Components,,,Gem-Encrusted Bowl,1000
Material Components,,Material Components,,,"Gem, as powder",10
Material Components,,Material Components,,,"Gems, as powder",5000
Material Components,,Material Components,,,Giant Slug Bile,250
Material Components,,Material Components,,,Glass Eye,100
Material Components,,Material Components,,,Glass or Crystal Bead,0.1
Material Components,,Material Components,,,Glowworm,1
Material Components,,Material Components,,,Gold Dust,25
Material Components,,Material Components,,,Golden Wire per foot,2
Material Components,,Material Components,,,Granite,0.5
Material Components,,Material Components,,,Grasshopper's Hind Leg,0.1
Material Components,,Material Components,,,Graveyard Dirt (just a pinch),3
Material Components,,Material Components,,,Green Plant,0.1
Material Components,,Material Components,,,Guano per ounce,0.1
Material Components,,Material Components,,,Gum Arabic,0.5
Material Components,,Material Components,,,Gum Arabic Hemisphere,1
Material Components,,Material Components,,,Hand Mirror,15
Material Components,,Material Components,,,Hen's Heart,1
Material Components,,Material Components,,,"Herbs, Oils, and Incense mixture",1000
Material Components,,Material Components,,,Holly Berry,0.1
Material Components,,Material Components,,,Holy Symbol,5
Material Components,,Material Components,,,Holy Water,1
Material Components,,Material Components,,,Honey drop per ounce,0.1
Material Components,,Material Components,,,Honeycomb,1
Material Components,,Material Components,,,Hot Pepper,0.1
Material Components,,Material Components,,,Incense,100
Material Components,,Material Components,,,Incense,400
Material Components,,Material Components,,,Incense,200
Material Components,,Material Components,,,Incense,120
Material Components,,Material Components,,,Incense,60
Material Components,,Material Components,,,Incense,250
Material Components,,Material Components,,,Incense,150
Material Components,,Material Components,,,Ink,5
Material Components,,Material Components,,,"Ink, Lead-based",10
Material Components,,Material Components,,,Iron,0.02
Material Components,,Material Components,,,Iron Blade,2
Material Components,,Material Components,,,Iron filings or powder,0.02
Material Components,,Material Components,,,Ivory Portal (miniature),5
Material Components,,Material Components,,,Ivory Strip x 4,200
Material Components,,Material Components,,,Jacinth,1000
Material Components,,Material Components,,,Jade Circlet,1500
Material Components,,Material Components,,,Jade Dust,25
Material Components,,Material Components,,,Jewel,1000
Material Components,,Material Components,,,Jewel-Encrusted Dagger,1000
Material Components,,Material Components,,,Jeweled Horn,100
Material Components,,Material Components,,,Kernels of Grain per ounce,0.02
Material Components,,Material Components,,,"Lead, a thin sheet",0.06
Material Components,,Material Components,,,Leather Loop,0.5
Material Components,,Material Components,,,"Leather strap, bound around arm or similar appendage",0.5
Material Components,,Material Components,,,Legume Seed per ounce,0.1
Material Components,,Material Components,,,Licorice Root Shaving per ounce,0.1
Material Components,,Material Components,,,Lime per ounce,0.1
Material Components,,Material Components,,,Lodestone,10
Material Components,,Material Components,,,Magnifying Glass,100
Material Components,,Material Components,,,Makeup,1
Material Components,,Material Components,,,Mandrake Root,1
Material Components,,Material Components,,,Marked Sticks or Bones,25
Material Components,,Material Components,,,Melee Weapon,0.1
Material Components,,Material Components,,,Mercury per ounce,5
Material Components,,Material Components,,,Mistletoe,0.1
Material Components,,Material Components,,,Mistletoe sprig,0.1
Material Components,,Material Components,,,Molasses (a drop),0.1
Material Components,,Material Components,,,Moonseeds,20
Material Components,,Material Components,,,"Niter, Sulfur, and Pine Tar formed into a bead",50
Material Components,,Material Components,,,Obsidian,4000
Material Components,,Material Components,,,Oil per ounce,0.1
Material Components,,Material Components,,,Oils and Unguents,1000
Material Components,,Material Components,,,Ointment for the Eyes,25
Material Components,,Material Components,,,Opaque Glass,0.5
Material Components,,Material Components,,,Pearl,100
Material Components,,Material Components,,,Petrified Eye of Newt,15
Material Components,,Material Components,,,Phosphorescent Moss,1
Material Components,,Material Components,,,Phosphorus,1
Material Components,,Material Components,,,Pickled Octopus Tentacle,8
Material Components,,Material Components,,,"Pitch, a drop",0.05
Material Components,,Material Components,,,Platinum Ring x 2,100
Material Components,,Material Components,,,"Platinum Sword, miniature, with grip and pommel of copper and zinc",250
Material Components,,Material Components,,,Polished Marble Stone,5
Material Components,,Material Components,,,Pork Rind or other fat,0.02
Material Components,,Material Components,,,Prayer Wheel,10
Material Components,,Material Components,,,Quartz,0.1
Material Components,,Material Components,,,Quill plucked from a sleeping bird,50
Material Components,,Material Components,,,"Quiver, with at least one piece of ammunition",1
Material Components,,Material Components,,,Red Dragon's Scale,200
Material Components,,Material Components,,,Reed,0.05
Material Components,,Material Components,,,Reliquary containing a Sacred Relic,1000
Material Components,,Material Components,,,"Rhubarb Leaf, powdered",1
Material Components,,Material Components,,,"Rock Chip, white",0.1
Material Components,,Material Components,,,"Rope, 25 feet",2
Material Components,,Material Components,,,Rose petals per ounce,0.1
Material Components,,Material Components,,,Ruby,999
Material Components,,Material Components,,,Ruby (as dust),50
Material Components,,Material Components,,,Ruby (as dust),1000
Material Components,,Material Components,,,Ruby (as dust),1500
Material Components,,Material Components,,,Sacrificial Offering appropriate to deity,25
Material Components,,Material Components,,,Salt per ounce,0.1
Material Components,,Material Components,,,Sand per ounce,0.05
Material Components,,Material Components,,,Sapphire,1000
Material Components,,Material Components,,,Sesame Seeds per ounce,1
Material Components,,Material Components,,,Shamrock,1
Material Components,,Material Components,,,Silk Square,2
Material Components,,Material Components,,,"Silver and Iron, powdered mixture",5
Material Components,,Material Components,,,"Silver and Iron, powdered mixture",100
Material Components,,Material Components,,,"Silver and Iron, powdered mixture",5
Material Components,,Material Components,,,"Silver Bar, ornately carved",100
Material Components,,Material Components,,,"Silver Cage, Tiny",100
Material Components,,Material Components,,,"Silver Mirror, small",5
Material Components,,Material Components,,,Silver Pins (3),1
Material Components,,Material Components,,,Silver powder,25
Material Components,,Material Components,,,Silver powder,5
Material Components,,Material Components,,,"Silver Rings, as a linked pair",1
Material Components,,Material Components,,,Silver Rod,10
Material Components,,Material Components,,,"Silver Spoon, tiny",5
Material Components,,Material Components,,,Silver Whistle,5
Material Components,,Material Components,,,Skunk Cabbage Leaves,0.1
Material Components,,Material Components,,,Snakeskin glove,5
Material Components,,Material Components,,,Snaketongue,1
Material Components,,Material Components,,,Soil mixture in a small bag,0.05
Material Components,,Material Components,,,"Spheres of glass, crystal, or mineral",2
Material Components,,Material Components,,,Sponge,0.2
Material Components,,Material Components,,,"Statue of the caster, carved from ivory and decorated with gems",1500
Material Components,,Material Components,,,Stem of a Thorny Plant,0.05
Material Components,,Material Components,,,Sugar per ounce,0.3
Material Components,,Material Components,,,Sulfur,0.1
Material Components,,Material Components,,,Sumac Leaf,1
Material Components,,Material Components,,,Sunburst Pendant,100
Material Components,,Material Components,,,Sunstone,20
Material Components,,Material Components,,,"Sweet Oil, a drop",1
Material Components,,Material Components,,,Talcum powder per pound,0.5
Material Components,,Material Components,,,Tallow per pound,0.3
Material Components,,Material Components,,,Tarts,0.15
Material Components,,Material Components,,,Tentacle of giant octopus or giant squid,50
Material Components,,Material Components,,,Thorns per dozen,0.1
Material Components,,Material Components,,,Thread per spool,0.1
Material Components,,Material Components,,,Twig from a tree that has been struck by lightning,25
Material Components,,Material Components,,,Umber Hulk Blood,80
Material Components,,Material Components,,,"Undead Eyeball, Encased in Gem",150
Material Components,,Material Components,,,Unholy Water,1
Material Components,,Material Components,,,Vessel to contain a Medium-sized creature,2000
Material Components,,Material Components,,,Wire of fine silver per foot,1
Material Components,,Material Components,,,Wychwood,5
Material Components,,Material Components,,,Yew Leaf,1
Trinkets,,Trinkets,,,A mummified goblin hand,
Trinkets,,Trinkets,,,A piece of crystal that faintly glows in the moonlight,
Trinkets,,Trinkets,,,A gold coin minted in an unknown land,
Trinkets,,Trinkets,,,A diary written in a language you don’t know,
Trinkets,,Trinkets,,,A brass ring that never tarnishes,
Trinkets,,Trinkets,,,An old chess piece made from glass,
Trinkets,,Trinkets,,,"A pair of knucklebone dice, each with a skull symbol on the side that would normally show six pips",
Trinkets,,Trinkets,,,A small idol depicting a nightmarish creature that gives you unsettling dreams when you sleep near it,
Trinkets,,Trinkets,,,A rope necklace from which dangles four mummified elf fingers,
Trinkets,,Trinkets,,,The deed for a parcel of land in a realm unknown to you,
Trinkets,,Trinkets,,,A 1-ounce block made from an unknown material,
Trinkets,,Trinkets,,,A small cloth doll skewered with needles,
Trinkets,,Trinkets,,,A tooth from an unknown beast,
Trinkets,,Trinkets,,,"An enormous scale, perhaps from a dragon",
Trinkets,,Trinkets,,,A bright green feather,
Trinkets,,Trinkets,,,An old divination card bearing your likeness,
Trinkets,,Trinkets,,,A glass orb filled with moving smoke,
Trinkets,,Trinkets,,,A 1-pound egg with a bright red shell,
Trinkets,,Trinkets,,,A pipe that blows bubbles,
Trinkets,,Trinkets,,,A glass jar containing a weird bit of flesh floating in pickling fluid,
Trinkets,,Trinkets,,,A tiny gnome-crafted music box that plays a song you dimly remember from your childhood,
Trinkets,,Trinkets,,,A small wooden statuette of a smug halfling,
Trinkets,,Trinkets,,,A brass orb etched with strange runes,
Trinkets,,Trinkets,,,A multicolored stone disk,
Trinkets,,Trinkets,,,A tiny silver icon of a raven,
Trinkets,,Trinkets,,,"A bag containing forty-seven humanoid teeth, one of which is rotten",
Trinkets,,Trinkets,,,A shard of obsidian that always feels warm to the touch,
Trinkets,,Trinkets,,,A dragon's bony talon hanging from a plain leather necklace,
Trinkets,,Trinkets,,,A pair of old socks,
Trinkets,,Trinkets,,,"A blank book whose pages refuse to hold ink, chalk, graphite, or any other substance or marking",
Trinkets,,Trinkets,,,A silver badge in the shape of a five-pointed star,
Trinkets,,Trinkets,,,A knife that belonged to a relative,
Trinkets,,Trinkets,,,A glass vial filled with nail clippings,
Trinkets,,Trinkets,,,A rectangular metal device with two tiny metal cups on one end that throws sparks when wet,
Trinkets,,Trinkets,,,"A white, sequined glove sized for a human",
Trinkets,,Trinkets,,,A vest with one hundred tiny pockets,
Trinkets,,Trinkets,,,"A small, weightless stone block",
Trinkets,,Trinkets,,,A tiny sketch portrait of a goblin,
Trinkets,,Trinkets,,,An empty glass vial that smells of perfume when opened,
Trinkets,,Trinkets,,,A gemstone that looks like a lump of coal when examined by anyone but you,
Trinkets,,Trinkets,,,A scrap of cloth from an old banner,
Trinkets,,Trinkets,,,A rank insignia from a lost legionnaire,
Trinkets,,Trinkets,,,A tiny silver bell without a clapper,
Trinkets,,Trinkets,,,A mechanical canary inside a gnome-crafted lamp,
Trinkets,,Trinkets,,,A tiny chest carved to look like it has numerous feet on the bottom,
Trinkets,,Trinkets,,,A dead sprite inside a clear glass bottle,
Trinkets,,Trinkets,,,"A metal can that has no opening but sounds as if it is filled with liquid, sand, spiders, or broken glass (your choice)",
Trinkets,,Trinkets,,,"A glass orb filled with water, in which swims a clockwork goldfish",
Trinkets,,Trinkets,,,A silver spoon with an M engraved on the handle,
Trinkets,,Trinkets,,,A whistle made from gold-colored wood,
Trinkets,,Trinkets,,,A dead scarab beetle the size of your hand,
Trinkets,,Trinkets,,,"Two toy soldiers, one with a missing head",
Trinkets,,Trinkets,,,A small box filled with different-sized buttons,
Trinkets,,Trinkets,,,A candle that can’t be lit,
Trinkets,,Trinkets,,,A tiny cage with no door,
Trinkets,,Trinkets,,,An old key,
Trinkets,,Trinkets,,,An indecipherable treasure map,
Trinkets,,Trinkets,,,A hilt from a broken sword,
Trinkets,,Trinkets,,,A rabbit’s foot,
Trinkets,,Trinkets,,,A glass eye,
Trinkets,,Trinkets,,,A cameo carved in the likeness of a hideous person,
Trinkets,,Trinkets,,,A silver skull the size of a coin,
Trinkets,,Trinkets,,,An alabaster mask,
Trinkets,,Trinkets,,,A pyramid of sticky black incense that smells very bad,
Trinkets,,Trinkets,,,"A nightcap that, when worn, gives you pleasant dreams",
Trinkets,,Trinkets,,,A single caltrop made from bone,
Trinkets,,Trinkets,,,A gold monocle frame without the lens,
Trinkets,,Trinkets,,,"A 1-inch cube, each side painted a different color",
Trinkets,,Trinkets,,,A crystal knob from a door,
Trinkets,,Trinkets,,,A small packet filled with pink dust,
Trinkets,,Trinkets,,,"A fragment of a beautiful song, written as musical notes on two pieces of parchment",
Trinkets,,Trinkets,,,A silver teardrop earring made from a real teardrop,
Trinkets,,Trinkets,,,The shell of an egg painted with scenes of human misery in disturbing detail,
Trinkets,,Trinkets,,,"A fan that, when unfolded, shows a sleeping cat",
Trinkets,,Trinkets,,,A set of bone pipes,
Trinkets,,Trinkets,,,A four-leaf clover pressed inside a book discussing manners and etiquette,
Trinkets,,Trinkets,,,A sheet of parchment upon which is drawn a complex mechanical contraption,
Trinkets,,Trinkets,,,An ornate scabbard that fits no blade you have found so far,
Trinkets,,Trinkets,,,An invitation to a party where a murder happened,
Trinkets,,Trinkets,,,A bronze pentacle with an etching of a rat's head in its center,
Trinkets,,Trinkets,,,A purple handkerchief embroidered with the name of a powerful archmage,
Trinkets,,Trinkets,,,"Half of a floorplan for a temple, castle, or some other structure",
Trinkets,,Trinkets,,,"A bit of folded cloth that, when unfolded, turns into a stylish cap",
Trinkets,,Trinkets,,,A receipt of deposit at a bank in a far-flung city,
Trinkets,,Trinkets,,,A diary with seven missing pages,
Trinkets,,Trinkets,,,An empty silver snuffbox bearing an inscription on the surface that says “dreams”,
Trinkets,,Trinkets,,,An iron holy symbol devoted to an unknown god,
Trinkets,,Trinkets,,,"A book that tells the story of a legendary hero's rise and fall, with the last chapter missing",
Trinkets,,Trinkets,,,A vial of dragon blood,
Trinkets,,Trinkets,,,An ancient arrow of elven design,
Trinkets,,Trinkets,,,A needle that never bends,
Trinkets,,Trinkets,,,An ornate brooch of dwarven design,
Trinkets,,Trinkets,,,"An empty wine bottle bearing a pretty label that says, “The Wizard of Wines Winery, Red Dragon Crush, 331422-W”",
Trinkets,,Trinkets,,,"A mosaic tile with a multicolored, glazed surface",
Trinkets,,Trinkets,,,A petrified mouse,
Trinkets,,Trinkets,,,A black pirate flag adorned with a dragon's skull and crossbones,
Trinkets,,Trinkets,,,A tiny mechanical crab or spider that moves about when it’s not being observed,
Trinkets,,Trinkets,,,"A glass jar containing lard with a label that reads, “Griffon Grease”",
Trinkets,,Trinkets,,,A wooden box with a ceramic bottom that holds a living worm with a head on each end of its body,
Trinkets,,Trinkets,,,A metal urn containing the ashes of a hero,
,Copper,Copper,,,78 CP,0.78
,Silver,Silver,,,47 SP,4.7
,Gold,Gold,,,99 GP,99
,Platinum,Platinum,,,41 PP,410
Feat,Magical,Utility; Defense; Attack; Healing; Movement,,,Aberrant Dragonmark,
Feat,Physical,Utility,,,Actor,
Feat,Physical,Defense; Utility,,,Alert,
Feat,Magical,Utility; Defense; Attack; Healing; Movement,,,Artificer Initiate,
Feat,Physical,Attack; Defense; Utility; Movement,,,Athlete,
Feat,Magical,Utility; Attack,,,Bountiful Luck,
Feat,Physical,Attack; Movement,,,Charger,
Feat,Physical,Utlity; Healing,,,Chef,
Feat,Physical,Attack,,,Crossbow Expert,
Feat,Physical,Attack,,,Crusher,
Feat,Physical,Defense,,,Defensive Duelist,
Feat,Physical,Utility,,,Dragon Fear,
Feat,Physical,Utility; Defense; Attack,,,Dragon Hide,
Feat,Magical,Utility; Movement,,,Drow High Magic,
Feat,Physical,Attack; Defense,,,Dual Wielder,
Feat,Physical,Utility,,,Dungeon Delver,
Feat,Physical,Utility; Healing,,,Durable,
Feat,Physical,Utility; Defense; Healing,,,Dwarven Fortitude,
Feat,Magical,Utility; Defense; Attack; Healing; Movement,,,Eldritch Adept,
Feat,Magical,Attack,,,Elemental Adept,
Feat,Physical,Utlity; Attack,,,Elven Accuracy,
Feat,Magical; Physical,Utility; Defense; Movement,,,Fade Away ,
Feat,Magical; Physical,Utility; Movement,,,Fey Teleportation,
Feat,Magical,Utility; Defense; Attack; Healing; Movement,,,Fey Touched,
Feat,Physical,Utility; Defense; Attack; Healing; Movement,,,Fighting Initiate,
Feat,Physical,Attack,,,Firearm Specialist,
Feat,Magical,Attack,,,Flames of Phlegethos,
Feat,Physical,Attack,,,Grappler,
Feat,Physical,Attack,,,Great Weapon Master,
Feat,Physical,Attack,,,Gunner,
Feat,Physical,Healing,,,Healer,
Feat,Physical,Defense,,,Heavily Armored,
Feat,Physical,Defense,,,Heavy Armor Master,
Feat,Magical; Physical,Defense,,,Infernal Constitution,
Feat,Physical,Utility; Healing,,,Inspiring Leader,
Feat,Physical,Utility,,,Keen Mind,
Feat,Physical,Defense,,,Lightly Armored,
Feat,Physical,Utility,,,Linguist,
Feat,Magical; Physical,Utility; Defense; Attack; Healing,,,Lucky,
Feat,Physical,Attack; Defense,,,Mage Slayer,
Feat,Magical,Utility; Defense; Attack; Healing; Movement,,,Magic Initiate,
